Airport Code,Airport Name,CityName,Airport Country
ZSQD,LIUTING,QINGDAO,CHINA
ZSSS,HONGQIAO,SHANGHAI,CHINA
ZUUU,SHUANGLIU,CHENGDU,CHINA
ZUXC,QINGSHAN,XICHANG,CHINA
ZWTN,HOTAN,HOTAN,CHINA
ZWWW,DIWOPU,URUMQI,CHINA
ZYCC,DAFANGSHEN,CHANGCHUN,CHINA
ZYHB,YANJIAGANG,HARBIN,CHINA
ZYTL,ZHOUSHUIZI,DALIAN,CHINA
ZYTX,TAOXIAN,SHENYANG,CHINA
ZZZZ,,,DENMARK
